1	780.013000
2	707.966797
3	689.608826
4	680.888062
5	674.950195
6	670.463745
7	666.864014
8	663.863708
9	661.292236
10	659.044495
11	657.049377
12	655.256042
13	653.629211
14	652.140564
15	650.766479
16	649.494141
17	648.308594
18	647.198181
19	646.154358
20	645.170654
21	644.240295
22	643.357178
23	642.517029
24	641.716736
25	640.951294
26	640.219360
27	639.517700
28	638.843567
29	638.195068
30	637.569885
31	636.967651
32	636.386108
33	635.823669
34	601.759827
35	588.990417
36	582.039001
37	577.303284
38	573.725464
39	570.855957
40	568.465088
41	566.417175
42	564.627930
43	563.040283
44	561.613464
45	560.319031
46	559.134338
47	558.043335
48	557.031799
49	556.088867
50	555.207336
51	554.377563
52	553.596741
53	552.857056
54	552.156006
55	551.489014
56	550.853210
57	550.246521
58	549.664490
59	549.107971
60	548.572144
61	548.057739
62	547.562073
63	547.084290
64	546.622253
65	546.176147
66	518.960083
67	508.914642
68	503.422852
69	499.670044
70	496.827789
71	494.544739
72	492.639465
73	491.005981
74	489.577057
75	488.307495
76	487.166199
77	486.130280
78	485.181122
79	484.306305
80	483.494843
81	482.738556
82	482.030457
83	481.364655
84	480.736420
85	480.142151
86	479.577911
87	479.041351
88	478.529633
89	478.041046
90	477.572876
91	477.124146
92	476.692535
93	476.278107
94	475.878235
95	475.492310
96	475.120850
97	474.759827
98	452.762726
99	444.531891
100	440.007324
101	436.906342
102	434.553925
103	432.661102
104	431.079865
105	429.722870
106	428.534729
107	427.478882
108	426.528351
109	425.665833
110	424.875183
111	424.145416
112	423.468872
113	422.837799
114	422.246765
115	421.691101
116	421.166229
117	420.669586
118	420.198059
119	419.749908
120	419.321625
121	418.913147
122	418.521698
123	418.146057
124	417.785004
125	417.437775
126	417.102936
127	416.780548
128	416.468628
129	416.166565
130	397.730957
131	390.764709
132	386.922852
133	384.285553
134	382.282837
135	380.670013
136	379.322083
137	378.163971
138	377.150513
139	376.248627
140	375.437408
141	374.699768
142	374.023987
143	373.400909
144	372.821716
145	372.281952
146	371.776337
147	371.300873
148	370.851898
149	370.426941
150	370.024017
151	369.639618
152	369.273224
153	368.923279
154	368.588165
155	368.266357
156	367.957336
157	367.659607
158	367.373077
159	367.096161
160	366.829285
161	366.570770
162	350.818390
163	344.867584
164	341.578400
165	339.317169
166	337.598877
167	336.214600
168	335.056610
169	334.062012
170	333.190674
171	332.415527
172	331.717834
173	331.083466
174	330.502258
175	329.965881
176	329.468079
177	329.003418
178	328.568176
179	328.158936
180	327.772308
181	327.406494
182	327.059052
183	326.727875
184	326.412720
185	326.111328
186	325.821991
187	325.544922
188	325.278564
189	325.022034
190	324.775146
191	324.536224
192	324.306427
193	324.083435
194	310.460907
195	305.262756
196	302.387634
197	300.410736
198	298.907471
199	297.696045
200	296.683105
201	295.812012
202	295.049469
203	294.371155
204	293.760406
205	293.205078
206	292.696014
207	292.226318
208	291.790314
209	291.383575
210	291.002106
211	290.643707
212	290.305054
213	289.984741
214	289.680542
215	289.390625
216	289.114441
217	288.850159
218	288.597351
219	288.354065
220	288.120636
221	287.895996
222	287.680115
223	287.470764
224	287.268951
225	287.073700
226	275.138184
227	270.577423
228	268.052795
229	266.316437
230	264.996826
