1	1858.312500
2	1584.041016
3	1487.411499
4	1434.588257
5	1398.637573
6	1371.560547
7	1349.930420
8	1331.977905
9	1316.663086
10	1303.334717
11	1291.550293
12	1281.000000
13	1271.460449
14	1262.758179
15	1254.766113
16	1247.376709
17	1240.513672
18	1234.106812
19	1228.102051
20	1222.452637
21	1217.121338
22	1212.075562
23	1207.287964
24	1202.732544
25	1198.390259
26	1194.241821
27	1190.272949
28	1186.467041
29	1182.814209
30	1179.300537
31	1175.917969
32	1172.656372
33	2044.949097
34	1416.403687
35	1264.797974
36	1188.301270
37	1138.649658
38	1102.511108
39	1074.404663
40	1051.578613
41	1032.465332
42	1016.093872
43	1001.821289
44	989.201172
45	977.916321
46	967.727600
47	958.455017
48	949.957581
49	942.124817
50	934.866638
51	928.110352
52	921.795166
53	915.871887
54	910.297302
55	905.035034
56	900.055054
57	895.330994
58	890.838867
59	886.558105
60	882.472412
61	878.565125
62	874.822510
63	871.232361
64	867.783569
65	4190.640137
66	3576.307861
67	3360.114014
68	3241.873779
69	3161.376709
70	3100.733154
71	3052.282471
72	3012.061035
73	2977.746094
74	2947.877197
75	2921.464844
76	2897.821289
77	2876.432861
78	2856.926758
79	2839.004395
80	2822.441162
81	2807.047363
82	2792.681152
83	2779.213623
84	2766.542236
85	2754.584473
86	2743.270508
87	2732.526611
88	2722.307617
89	2712.566650
90	2703.258789
91	2694.354248
92	2685.814941
93	2677.616943
94	2669.732422
95	2662.143555
96	2654.824219
97	4173.740234
98	3658.836914
99	3461.496338
100	3350.753662
101	3274.359375
102	3216.313721
103	3169.652588
104	3130.724121
105	3097.390381
106	3068.277832
107	3042.463867
108	3019.298340
109	2998.301270
110	2979.114990
111	2961.458740
112	2945.113525
113	2929.906738
114	2915.690186
115	2902.349121
116	2889.786377
117	2877.916992
118	2866.670898
119	2855.991455
120	2845.820801
121	2836.116943
122	2826.842285
123	2817.958496
124	2809.438721
125	2801.249023
126	2793.368896
127	2785.778809
128	2778.457764
129	2776.506592
130	2439.181152
131	2308.504395
132	2234.992188
133	2184.235596
134	2145.647217
135	2114.619141
136	2088.726562
137	2066.548096
138	2047.179321
139	2030.003296
140	2014.586792
141	2000.613892
142	1987.842529
143	1976.088867
144	1965.210449
145	1955.086060
146	1945.623047
147	1936.741455
148	1928.377075
149	1920.476318
150	1912.988037
151	1905.877563
152	1899.105713
153	1892.645996
154	1886.468262
155	1880.551880
156	1874.877563
157	1869.424194
158	1864.178223
159	1859.122192
160	1854.247314
161	895.620972
162	785.798584
163	743.523376
164	719.763306
165	703.369385
166	690.914856
167	680.899658
168	672.544983
169	665.389771
170	659.140625
171	653.600159
172	648.627808
173	644.121521
174	640.006470
175	636.220154
176	632.715332
177	629.454346
178	626.406128
179	623.545532
180	620.851562
181	618.307190
182	615.896179
183	613.606140
184	611.426025
185	609.345764
186	607.357056
187	605.452759
188	603.626038
189	601.870728
190	600.182434
191	598.555237
192	596.986267
193	388.779175
194	228.213974
195	189.054825
196	170.389786
197	158.761230
198	150.695435
199	144.638321
200	139.977768
201	136.253647
202	133.170471
203	130.564194
204	128.308884
205	126.380348
206	124.664139
207	123.121773
208	121.743828
209	120.508171
210	119.370407
211	118.326164
212	117.364449
213	116.479584
214	115.654686
215	114.882584
216	114.158257
217	113.479668
218	112.838211
219	112.232368
220	111.658661
221	111.114029
222	110.594711
223	110.103996
224	109.637138
225	881.523315
226	636.461670
227	567.526733
228	535.179810
229	514.976685
230	500.640564
231	489.709625
232	481.177795
233	474.206970
234	468.344452
235	463.349854
236	458.922516
237	454.944977
238	451.350891
239	448.067810
240	445.056732
241	442.271362
242	439.693451
243	437.293518
244	435.051422
245	432.963593
246	430.994873
247	429.127625
248	427.360535
249	425.676788
250	424.069550
251	422.545898
252	421.091461
253	419.694916
254	418.359985
255	417.075653
256	415.842285
257	1399.687378
258	1219.029419
259	1150.700195
260	1112.529053
261	1086.270752
262	1066.360229
263	1050.379272
264	1037.066650
265	1025.678955
266	1015.744019
267	1006.942444
268	999.049255
269	991.901001
270	985.371887
271	979.367981
272	973.812927
273	968.646851
274	963.820251
275	959.292358
276	955.030518
277	951.005493
278	947.193359
279	943.573914
280	940.128235
281	936.842224
282	933.701233
283	930.694519
284	927.810181
